Resource,type,name,extension,date,size,sha1,md5,files_count,mime_type,file_type,programming_language,is_binary,is_text,is_archive,is_media,is_source,is_script,scan_errors,license__key,license__score,license__short_name,license__category,license__owner,license__homepage_url,license__text_url,license__reference_url,license__spdx_license_key,license__spdx_url,start_line,end_line,matched_rule__identifier,matched_rule__license_choice,matched_rule__licenses,copyright,copyright_holder,author,email,url,package__type,package__name,package__version,package__primary_language,package__summary,package__description,package__homepage_url,package__download_url,package__bug_tracking_url,package__vcs_repository,package__copyright,package__asserted_license,package__notice_text
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,gpl,20.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,2292,2292,gpl_63.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,gpl-2.0-plus,100.00,GPL 2.0 or later,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0-plus,GPL-2.0+,http://spdx.org/licenses/GPL-2.0+,2373,2381,gpl-2.0-plus_3.RULE,False,[u'gpl-2.0-plus'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,gpl,20.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,2383,2383,gpl_63.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,gpl-2.0-plus,100.00,GPL 2.0 or later,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0-plus,GPL-2.0+,http://spdx.org/licenses/GPL-2.0+,3133,3141,gpl-2.0-plus_3.RULE,False,[u'gpl-2.0-plus'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,gpl,20.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,3143,3143,gpl_63.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,gpl-2.0-plus,100.00,GPL 2.0 or later,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0-plus,GPL-2.0+,http://spdx.org/licenses/GPL-2.0+,4072,4080,gpl-2.0-plus_3.RULE,False,[u'gpl-2.0-plus'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,gpl,20.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,4082,4082,gpl_63.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,gpl-2.0-plus,100.00,GPL 2.0 or later,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0-plus,GPL-2.0+,http://spdx.org/licenses/GPL-2.0+,4122,4130,gpl-2.0-plus_3.RULE,False,[u'gpl-2.0-plus'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,gpl,20.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,4132,4132,gpl_63.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,83,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007 - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,83,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279,2280,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007 - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2279,2280,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370,2371,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007 - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2370,2371,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130,3131,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007 - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3130,3131,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069,4070,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007 - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4069,4070,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4119,4120,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007 - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4119,4120,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,83,,,,,,,phillip@lougher.demon.co.uk,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert1.patch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,25,,,,,,,,http://squashfs.sourceforge.net/,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/stmmac_main.c.patch,file,stmmac_main.c.patch,.patch,2016-12-01,5661,cc03f321e3630cc5cc8dc54f11a2b123a248e201,5103bce445262a9655bf315acb75d940,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/vip19xx.h.patch.expected,file,vip19xx.h.patch.expected,.expected,2016-12-01,3267,4856b6c7741480e629d9facba2e94136404f83e2,c91e9034e17ab315a06995741e079327,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/vip19xx.h.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0,100.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,15,27,gpl-2.0_34.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/vip19xx.h.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,,,,Copyright (c) 2008 Motorola,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/setup.c.patch.expected,file,setup.c.patch.expected,.expected,2016-12-01,2595,8382261c5d877727d99a3d107561a4235ef1e310,ae85a62616a17a2885b7923230c163ca,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/localversion.patch.expected,file,localversion.patch.expected,.expected,2016-12-01,479,767c50d1bdf6b0305f3aa7dd9f3f294592c02b15,0cf63f2f942cc99062146900e9d64b11,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/char_build.patch.expected,file,char_build.patch.expected,.expected,2016-12-01,1336,6952caea94f7e34fd8c1a8b7619ae74a0c5a2396,4cfb7572604a8858d4123f856fa4f721,,text/plain,ASCII text,Makefile,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,file,squashfs3.3_revert3.patch.expected,.expected,2016-12-01,177379,c29c3cb57e91bd402ff05f05563dd960bf306518,b2d3708452dcb4b8a771aeb2762caa00,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0-plus,99.11,GPL 2.0 or later,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0-plus,GPL-2.0+,http://spdx.org/licenses/GPL-2.0+,105,117,gpl-2.0-plus_49.RULE,False,[u'gpl-2.0-plus'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0,15.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,2290,2290,gpl-2.0_43.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0-plus,100.00,GPL 2.0 or later,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0-plus,GPL-2.0+,http://spdx.org/licenses/GPL-2.0+,2309,2317,gpl-2.0-plus_3.RULE,False,[u'gpl-2.0-plus'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl,20.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,2319,2319,gpl_63.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0-plus,100.00,GPL 2.0 or later,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0-plus,GPL-2.0+,http://spdx.org/licenses/GPL-2.0+,2407,2415,gpl-2.0-plus_3.RULE,False,[u'gpl-2.0-plus'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl,20.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,2417,2417,gpl_63.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0-plus,100.00,GPL 2.0 or later,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0-plus,GPL-2.0+,http://spdx.org/licenses/GPL-2.0+,3182,3190,gpl-2.0-plus_3.RULE,False,[u'gpl-2.0-plus'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl,20.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,3192,3192,gpl_63.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0-plus,100.00,GPL 2.0 or later,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0-plus,GPL-2.0+,http://spdx.org/licenses/GPL-2.0+,4128,4136,gpl-2.0-plus_3.RULE,False,[u'gpl-2.0-plus'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl,20.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,4138,4138,gpl_63.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0-plus,100.00,GPL 2.0 or later,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/old-licenses/gpl-2.0-standalone.html,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0-plus,GPL-2.0+,http://spdx.org/licenses/GPL-2.0+,4185,4193,gpl-2.0-plus_3.RULE,False,[u'gpl-2.0-plus'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,gpl,20.00,GPL,Copyleft,Free Software Foundation (FSF),,,https://enterprise.dejacode.com/urn/urn:dje:license:gpl,GPL-1.0+,,4195,4195,gpl_63.RULE,False,[u'gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,103,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007', - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,103,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306,2307,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007', - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2306,2307,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404,2405,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007', - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2404,2405,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179,3180,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007', - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179,3180,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4125,4126,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007', - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4125,4126,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4182,4183,,,,"Copyright (c) 2002, 2003, 2004, 2005, 2006, 2007', - Phillip Lougher <phillip@lougher.demon.co.uk>",,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4182,4183,,,,,Phillip Lougher,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,103,,,,,,,phillip@lougher.demon.co.uk,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/squashfs3.3_revert3.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,31,,,,,,,,http://squashfs.sourceforge.net/,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/i2c_rate_normal.patch,file,i2c_rate_normal.patch,.patch,2016-12-01,753,9f985daee9bedbfaf85c80954cef7a84cb9e3554,3d73dc92582d64ea15ce403efadefb52,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/hcd_stm.c.patch.expected,file,hcd_stm.c.patch.expected,.expected,2016-12-01,3423,d481398287f0584990e0ed197494c9a7a18bb62f,0c024db0c770bac8823aae1c7a8af1a8,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/hcd_stm.c.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0,15.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,85,85,gpl-2.0_43.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/i2c-stm.c.patch2.expected,file,i2c-stm.c.patch2.expected,.expected,2016-12-01,1166,da7a05c02538125cd8a7ab83d709d0189268303c,7275b4e507011961c6b478c91acc6ffc,,text/plain,ASCII text,CSS+Lasso,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/init_main.c.patch,file,init_main.c.patch,.patch,2016-12-01,1019,5ab12f0231467bf32829934bf179f38b2c4a92e8,eb3758fbdeb79fe29865e865f1aa9ac0,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/disable_unaligned_printks.patch.expected,file,disable_unaligned_printks.patch.expected,.expected,2016-12-01,1225,6b82de3388bf0af1b182c591cd74509a0f82026a,0c7d45057dadedbc0ab8720a642681ef,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/marvell_88e3015.patch.expected,file,marvell_88e3015.patch.expected,.expected,2016-12-01,17999,4d65188e475349cc0fa160d0a45202fb6122c079,08f19e002da04c0de23f1c8b266c7c1d,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/marvell_88e3015.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0,15.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,82,82,gpl-2.0_43.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/pmb.c.patch,file,pmb.c.patch,.patch,2016-12-01,991,8a859f4fdbdbe2ec7987e7bd37655be18c283d08,240608205225f7c0aa44ac56b286441b,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/smsc.c.patch.expected,file,smsc.c.patch.expected,.expected,2016-12-01,1724,111b7895d1e954b55caa4109f8a9afb444ced539,ec4c5b7475edc079cbe6f83d7e4f8502,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/i2c_rate_normal.patch.expected,file,i2c_rate_normal.patch.expected,.expected,2016-12-01,929,a62fe91684130726c986746e183d29af6a695063,dbf5ba9691d8f8d704fa9459d822a927,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/vip19xx_nor.patch.expected,file,vip19xx_nor.patch.expected,.expected,2016-12-01,9056,94f9599c7ff04320880a42b6091da85385937ac8,97c8b90fffb84806230ab3896ac9e8b0,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/vip19xx_nor.patch.expected,,,,,,,,,,,,,,,,,,,dual-bsd-gpl,100.00,Dual BSD-GPL,Permissive,Motorola,,,https://enterprise.dejacode.com/urn/urn:dje:license:dual-bsd-gpl,,,56,80,dual-bsd-gpl.LICENSE,False,[u'dual-bsd-gpl'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/vip19xx_nor.patch.expected,,,,,,,,,,,,,,,,,,,gpl-2.0,15.00,GPL 2.0,Copyleft,Free Software Foundation (FSF),http://www.gnu.org/licenses/gpl-2.0.html,http://www.gnu.org/licenses/gpl-2.0.txt,https://enterprise.dejacode.com/urn/urn:dje:license:gpl-2.0,GPL-2.0,http://spdx.org/licenses/GPL-2.0,219,219,gpl-2.0_43.RULE,False,[u'gpl-2.0'],,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/vip19xx_nor.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,54,,,,Copyright (c) 2008-2011 Motorola,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/vip19xx_nor.patch.expected,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220,220,,,,,,,erik.johansson@motorola.com,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/pid.c.patch.expected,file,pid.c.patch.expected,.expected,2016-12-01,585,d31f727f6345beee07b762077f2a1ec2e18768fa,8d41f07b14cef24489c0c4d2aa57874d,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/page.h.patch,file,page.h.patch,.patch,2016-12-01,1706,80f3adbc1f9f033e8e5c4a3d46590c8bf13e20eb,c9a0ca50dbc4132150332642337642f9,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/nfsroot.patch,file,nfsroot.patch,.patch,2016-12-01,1839,21eaa8bec2eeeb1919ffdb27f1dd40e3ee23d68d,9d09bc85f3f7ebe5553de33dab462a65,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/drivers_net_Makefile.patch.expected,file,drivers_net_Makefile.patch.expected,.expected,2016-12-01,726,8becdf720722e0427b490ce467821ef2a4eecf78,bc17f9b2f9af8ec4ed7e42444e4f0409,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/pid.c.patch,file,pid.c.patch,.patch,2016-12-01,457,7d731b5e3ac64553e22923fef4bb07c87a3d0054,76b13a2a0359abbdbbfd8795d32fcdc7,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/kernel_resource.patch,file,kernel_resource.patch,.patch,2016-12-01,594,07d7ffa844e65de49970437d0a6818cfac32b6a4,4f907f9b16280651fd2ba6fd3883cc10,,text/x-diff,"unified diff output, ASCII text",Diff,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
/data/patch/patches/misc/linux-st710x/patches/if_ppp.h.patch.expected,file,if_ppp.h.patch.expected,.expected,2016-12-01,574,e10c6a0bf8e7c98f4b2b681447f9758ee25e9437,d8cdda1d52acf7902b6e0a2c29932646,,text/plain,ASCII text,Objective-C,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
