"ScanCode License key","ScanCode License short name","URL to data","URL to text",
"lzma-sdk-2006-exception","LZMA SDK 2006 Exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/lzma-sdk-2006-exception.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/lzma-sdk-2006-exception.LICENSE",
"lzma-sdk-2008","LZMA SDK 2008","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/lzma-sdk-2008.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/lzma-sdk-2008.LICENSE",
"lzma-sdk-original","LZMA SDK Original","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/lzma-sdk-original.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/lzma-sdk-original.LICENSE",
"lzma-sdk-pd","LZMA SDK Public Domain","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/lzma-sdk-pd.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/lzma-sdk-pd.LICENSE",
"mame","MAME license","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mame.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mame.LICENSE",
"martin-birgmeier","Martin Bergmeier License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/martin-birgmeier.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/martin-birgmeier.LICENSE",
"marvell-firmware","Marvell Firmware License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/marvell-firmware.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/marvell-firmware.LICENSE",
"matt-gallagher-attribution","Matt Gallagher Attribution License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/matt-gallagher-attribution.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/matt-gallagher-attribution.LICENSE",
"matthew-kwan","Matthew Kwan License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/matthew-kwan.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/matthew-kwan.LICENSE",
"mattkruse","Matt Kruse License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mattkruse.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mattkruse.LICENSE",
"mcafee-tou","McAfee Free License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mcafee-tou.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mcafee-tou.LICENSE",
"mediainfo-lib","MediaInfo(Lib) License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mediainfo-lib.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mediainfo-lib.LICENSE",
"melange","Melange Public License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/melange.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/melange.LICENSE",
"mentalis","Mentalis License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mentalis.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mentalis.LICENSE",
"metrolink-1.0","Metrolink 1.0","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/metrolink-1.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/metrolink-1.0.LICENSE",
"mgopen-font-license","MgOpen Font License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mgopen-font-license.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mgopen-font-license.LICENSE",
"michael-barr","Michael Barr License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/michael-barr.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/michael-barr.LICENSE",
"michigan-disclaimer","University of Michigan OSL","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/michigan-disclaimer.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/michigan-disclaimer.LICENSE",
"microsoft-enterprise-library-eula","MS Enterprise Library EULA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/microsoft-enterprise-library-eula.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/microsoft-enterprise-library-eula.LICENSE",
"microsoft-windows-rally-devkit","MS Windows Rally Development Kit License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/microsoft-windows-rally-devkit.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/microsoft-windows-rally-devkit.LICENSE",
"mike95","Mike95 License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mike95.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mike95.LICENSE",
"mini-xml","LGPL 2.0 with Mini-XML exception","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mini-xml.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mini-xml.LICENSE",
"minpack","Minpack Copyright Notice","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/minpack.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/minpack.LICENSE",
"mit-addition","MIT Addition License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-addition.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-addition.LICENSE",
"mit-license-1998","MIT License 1998","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-license-1998.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-license-1998.LICENSE",
"mit-modern","MIT Modern Variant","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-modern.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-modern.LICENSE",
"mit-no-advert-export-control","MIT no advertising with Export Control","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-no-advert-export-control.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-no-advert-export-control.LICENSE",
"mit-old-style","MIT Old Style","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-old-style.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-old-style.LICENSE",
"mit-old-style-no-advert","MIT Old Style no advertising","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-old-style-no-advert.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-old-style-no-advert.LICENSE",
"mit-open-group","MIT Open Group","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-open-group.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-open-group.LICENSE",
"mit-readme","MIT README License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-readme.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-readme.LICENSE",
"mit-specification-disclaimer","MIT with Specification Disclaimer","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-specification-disclaimer.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-specification-disclaimer.LICENSE",
"mit-synopsys","MIT Synopsys License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-synopsys.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-synopsys.LICENSE",
"mit-taylor-variant","MIT Taylor Variant","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-taylor-variant.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-taylor-variant.LICENSE",
"mit-with-modification-obligations","MIT With Modification Obligations","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-with-modification-obligations.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-with-modification-obligations.LICENSE",
"mit-xfig","MIT Xfig Variant","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-xfig.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mit-xfig.LICENSE",
"mod-dav-1.0","mod_dav License 1.0","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mod-dav-1.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mod-dav-1.0.LICENSE",
"monetdb-1.1","MonetDB 1.1","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/monetdb-1.1.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/monetdb-1.1.LICENSE",
"motorola","Motorola Microprocessor License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/motorola.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/motorola.LICENSE",
"mozilla-gc","Mozilla GC License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mozilla-gc.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mozilla-gc.LICENSE",
"mozilla-ospl-1.0","Mozilla Open Software Patent License 1.0","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mozilla-ospl-1.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mozilla-ospl-1.0.LICENSE",
"mpeg-7","MPEG-7 License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mpeg-7.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mpeg-7.LICENSE",
"mpeg-iso","MPEG-2 NBC MPEG-4 Audio ISO","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mpeg-iso.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mpeg-iso.LICENSE",
"mpeg-ssg","MPEG SSG License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mpeg-ssg.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mpeg-ssg.LICENSE",
"ms-asp-net-ajax-supplemental-terms","MS Supplemental License - ASP.NET 2.0 AJAX EXT","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-ajax-supplemental-terms.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-ajax-supplemental-terms.LICENSE",
"ms-asp-net-mvc3","MS ASP.NET MVC3","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-mvc3.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-mvc3.LICENSE",
"ms-asp-net-mvc4","MS ASP.NET MVC4","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-mvc4.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-mvc4.LICENSE",
"ms-asp-net-mvc4-extensions","MS ASP.NET MVC 4 Extensions","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-mvc4-extensions.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-mvc4-extensions.LICENSE",
"ms-asp-net-software","MS ASP.NET Software License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-software.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-software.LICENSE",
"ms-asp-net-tools-pre-release","MS ASP.NET Tools Pre-Release License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-tools-pre-release.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-tools-pre-release.LICENSE",
"ms-asp-net-web-optimization-framework","MS ASP.NET Web Optimization Framework","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-web-optimization-framework.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-web-optimization-framework.LICENSE",
"ms-asp-net-web-pages-2","MS ASP.NET Web Pages 2 License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-web-pages-2.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-asp-net-web-pages-2.LICENSE",
"ms-capicom","Microsoft CAPICOM License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-capicom.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-capicom.LICENSE",
"ms-cl","MS-CL","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-cl.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-cl.LICENSE",
"ms-control-spy-2.0","MS Control Spy 2.0","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-control-spy-2.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-control-spy-2.0.LICENSE",
"ms-developer-services-agreement","MS Developer Services Agreement","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-developer-services-agreement.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-developer-services-agreement.LICENSE",
"ms-device-emulator-3.0","MS Device Emulator 3.0","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-device-emulator-3.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-device-emulator-3.0.LICENSE",
"ms-directx-sdk-eula","MS DirectX SDK EULA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-directx-sdk-eula.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-directx-sdk-eula.LICENSE",
"ms-entity-framework-4.1","MS Entity Framework 4.1 License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-entity-framework-4.1.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-entity-framework-4.1.LICENSE",
"ms-entity-framework-5","MS Entity Framework 5 License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-entity-framework-5.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-entity-framework-5.LICENSE",
"ms-eula-win-script-host","MS EULA for Windows Script Host","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-eula-win-script-host.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-eula-win-script-host.LICENSE",
"ms-exchange-server-2010-sp2-sdk","MS Exchange Server 2010 SP2 Web Services SDK","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-exchange-server-2010-sp2-sdk.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-exchange-server-2010-sp2-sdk.LICENSE",
"ms-ilmerge","MS ILMerge License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-ilmerge.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-ilmerge.LICENSE",
"ms-invisible-eula-1.0","MS Invisible Computing EULA 1.0","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-invisible-eula-1.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-invisible-eula-1.0.LICENSE",
"ms-jdbc-driver-40-sql-server","MS JDBC Driver 4.0 for SQL Server","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-jdbc-driver-40-sql-server.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-jdbc-driver-40-sql-server.LICENSE",
"ms-jdbc-driver-41-sql-server","MS JDBC Driver 4.1 for SQL Server","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-jdbc-driver-41-sql-server.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-jdbc-driver-41-sql-server.LICENSE",
"ms-jdbc-driver-60-sql-server","MS JDBC Driver 6.0 for SQL Server","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-jdbc-driver-60-sql-server.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-jdbc-driver-60-sql-server.LICENSE",
"ms-limited-community","MS Limited Community License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-limited-community.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-limited-community.LICENSE",
"ms-limited-public","MS Limited Public License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-limited-public.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-limited-public.LICENSE",
"ms-lpl","MS-LPL","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-lpl.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-lpl.LICENSE",
"ms-msn-webgrease","MS MSN WebGrease License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-msn-webgrease.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-msn-webgrease.LICENSE",
"ms-net-framework-4-supplemental-terms","MS Supplemental License - .NET Framework 4","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-net-framework-4-supplemental-terms.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-net-framework-4-supplemental-terms.LICENSE",
"ms-net-framework-deployment","MS .NET Framework Redistributable EULA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-net-framework-deployment.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-net-framework-deployment.LICENSE",
"ms-net-library","MS .NET Library License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-net-library.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-net-library.LICENSE",
"ms-nt-resource-kit","MS NT Resource Kit License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-nt-resource-kit.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-nt-resource-kit.LICENSE",
"ms-nuget","MS Nuget","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-nuget.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-nuget.LICENSE",
"ms-nuget-package-manager","MS NuGet-Based Package Manager License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-nuget-package-manager.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-nuget-package-manager.LICENSE",
"ms-office-system-programs-eula","MS Office System Programs Software EULA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-office-system-programs-eula.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-office-system-programs-eula.LICENSE",
"ms-patent-promise","MS Patent Promise for .NET","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-patent-promise.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-patent-promise.LICENSE",
"ms-platform-sdk","MS Platform SDK License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-platform-sdk.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-platform-sdk.LICENSE",
"ms-reactive-extensions-eula","MS Reactive Extensions EULA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-reactive-extensions-eula.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-reactive-extensions-eula.LICENSE",
"ms-remote-ndis-usb-kit","MS Remote NDIS USB Kit EULA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-remote-ndis-usb-kit.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-remote-ndis-usb-kit.LICENSE",
"ms-research-shared-source","MS Research Shared Source License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-research-shared-source.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-research-shared-source.LICENSE",
"ms-rsl","MS Reference Source License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-rsl.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-rsl.LICENSE",
"ms-silverlight-3","MS Silverlight 3 License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-silverlight-3.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-silverlight-3.LICENSE",
"ms-sql-server-compact-4.0","MS SQL Server Compact 4.0 License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-sql-server-compact-4.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-sql-server-compact-4.0.LICENSE",
"ms-sql-server-data-tools","MS SQL Server Data Tools License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-sql-server-data-tools.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-sql-server-data-tools.LICENSE",
"ms-ttf-eula","MS TrueType Fonts EULA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-ttf-eula.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-ttf-eula.LICENSE",
"ms-visual-2008-runtime","MS Visual C++ 2008 Runtime Libraries License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-visual-2008-runtime.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-visual-2008-runtime.LICENSE",
"ms-visual-2010-runtime","MS Visual C++ 2010 Runtime Libraries License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-visual-2010-runtime.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-visual-2010-runtime.LICENSE",
"ms-visual-studio-code","MS Visual Studio Code License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-visual-studio-code.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-visual-studio-code.LICENSE",
"ms-web-developer-tools-1.0","MS Web Developer Tools 1.0","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-web-developer-tools-1.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-web-developer-tools-1.0.LICENSE",
"ms-windows-driver-kit","MS Windows Driver Kit License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-driver-kit.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-driver-kit.LICENSE",
"ms-windows-identity-foundation","MS Windows Identity Foundation License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-identity-foundation.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-identity-foundation.LICENSE",
"ms-windows-sdk-server-2008-net-3.5","MS Windows SDK Server 2008 .NET Framework 3.5","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-sdk-server-2008-net-3.5.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-sdk-server-2008-net-3.5.LICENSE",
"ms-windows-sdk-win7-net-4","MS Windows SDK Windows7 .NET Framework 4","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-sdk-win7-net-4.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-sdk-win7-net-4.LICENSE",
"ms-windows-server-2003-ddk","MS Windows Server 2003 DDK License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-server-2003-ddk.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-server-2003-ddk.LICENSE",
"ms-windows-server-2003-sdk","MS Windows Server 2003 SP1 Platform SDK License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-server-2003-sdk.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-windows-server-2003-sdk.LICENSE",
"ms-ws-routing-spec","MS WS Routing Specifications License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-ws-routing-spec.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-ws-routing-spec.LICENSE",
"ms-xml-core-4.0","MSXML 4.0 EULA","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-xml-core-4.0.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/ms-xml-core-4.0.LICENSE",
"msj-sample-code","MS Systems Journal Sample Code License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/msj-sample-code.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/msj-sample-code.LICENSE",
"msntp","MSNTP License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/msntp.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/msntp.LICENSE",
"msppl","MSPPL","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/msppl.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/msppl.LICENSE",
"mulle-kybernetik","Mulle Kybernetik License","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mulle-kybernetik.yml","https://github.com/nexB/scancode-toolkit/blob/develop/src/licensedcode/data/licenses/mulle-kybernetik.LICENSE",
